# [Fe/H]_init  =     0.133103
# ranom =     0.000000
# Mass         Radius         logL           logg           Teff           [Fe/H]_surf    Radius_0       Teff_0         logg_0         Age            Xc             
     1.52808988     1.52750528     0.61688221     4.25399256  6665.98681641     0.12997252     1.52750528  6665.98681641     4.25399256     0.00100000     0.70748597
     1.52877378     1.52839220     0.61768496     4.25368309  6667.13232422     0.12997250     1.52839220  6667.13232422     4.25368309     0.00100000     0.70748639
     1.52945781     1.52927816     0.61848372     4.25337410  6668.26708984     0.12997252     1.52927816  6668.26708984     4.25337410     0.00100000     0.70748657
     1.53014171     1.53016198     0.61927807     4.25306606  6669.38769531     0.12997252     1.53016198  6669.38769531     4.25306606     0.00100000     0.70748669
     1.53082561     1.53104424     0.62006754     4.25275898  6670.49316406     0.12997252     1.53104424  6670.49316406     4.25275898     0.00100000     0.70748675
     1.53150952     1.53192461     0.62085241     4.25245428  6671.59912109     0.12997252     1.53192461  6671.59912109     4.25245428     0.00100000     0.70748681
     1.53219342     1.53280222     0.62163246     4.25215101  6672.67968750     0.12997252     1.53280222  6672.67968750     4.25215101     0.00100000     0.70748705
     1.53287745     1.53367710     0.62240827     4.25184774  6673.75683594     0.12997252     1.53367710  6673.75683594     4.25184774     0.00100000     0.70748734
     1.53356135     1.53455007     0.62318015     4.25154686  6674.82666016     0.12997252     1.53455007  6674.82666016     4.25154686     0.00100000     0.70748776
     1.53424525     1.53542018     0.62394947     4.25124693  6675.89306641     0.12997252     1.53542018  6675.89306641     4.25124693     0.00100000     0.70748836
     1.53492916     1.53628957     0.62471777     4.25094795  6676.95263672     0.12997250     1.53628957  6676.95263672     4.25094795     0.00100000     0.70748919
     1.53561306     1.53715801     0.62548661     4.25064850  6678.01562500     0.12997252     1.53715801  6678.01562500     4.25064850     0.00100000     0.70749003
     1.53629708     1.53802788     0.62625831     4.25035000  6679.08251953     0.12997250     1.53802788  6679.08251953     4.25035000     0.00100000     0.70749086
     1.53698099     1.53889990     0.62703449     4.25004911  6680.16796875     0.12997250     1.53889990  6680.16796875     4.25004911     0.00100000     0.70749182
     1.53766489     1.53977573     0.62781751     4.24974632  6681.27197266     0.12997250     1.53977573  6681.27197266     4.24974632     0.00100000     0.70749259
     1.53834879     1.54065812     0.62860942     4.24944067  6682.39794922     0.12997250     1.54065812  6682.39794922     4.24944067     0.00100000     0.70749319
     1.53903270     1.54154801     0.62941206     4.24913073  6683.55371094     0.12997252     1.54154801  6683.55371094     4.24913073     0.00100000     0.70749372
     1.53971672     1.54244876     0.63022757     4.24881458  6684.73144531     0.12997252     1.54244876  6684.73144531     4.24881458     0.00100000     0.70749420
     1.54040062     1.54336071     0.63105744     4.24849272  6685.94628906     0.12997252     1.54336071  6685.94628906     4.24849272     0.00100000     0.70749450
     1.54108453     1.54428566     0.63190222     4.24816465  6687.18359375     0.12997252     1.54428566  6687.18359375     4.24816465     0.00100000     0.70749468
     1.54176843     1.54522216     0.63276112     4.24782944  6688.45751953     0.12997250     1.54522216  6688.45751953     4.24782944     0.00100000     0.70749474
     1.54245234     1.54617047     0.63363367     4.24748802  6689.75390625     0.12997252     1.54617047  6689.75390625     4.24748802     0.00100000     0.70749456
     1.54313636     1.54712939     0.63451904     4.24714184  6691.09814453     0.12997252     1.54712939  6691.09814453     4.24714184     0.00100000     0.70749444
     1.54382026     1.54809785     0.63541627     4.24678993  6692.45361328     0.12997252     1.54809785  6692.45361328     4.24678993     0.00100000     0.70749420
     1.54450417     1.54907489     0.63632458     4.24643373  6693.84228516     0.12997252     1.54907489  6693.84228516     4.24643373     0.00100000     0.70749378
     1.54518807     1.55006015     0.63724339     4.24607420  6695.25000000     0.12997252     1.55006015  6695.25000000     4.24607420     0.00100000     0.70749342
     1.54587197     1.55105209     0.63817149     4.24570990  6696.68359375     0.12997252     1.55105209  6696.68359375     4.24570990     0.00100000     0.70749289
     1.54655600     1.55204964     0.63910818     4.24534321  6698.13623047     0.12997250     1.55204964  6698.13623047     4.24534321     0.00100000     0.70749223
     1.54723990     1.55305147     0.64005238     4.24497557  6699.61816406     0.12997250     1.55305147  6699.61816406     4.24497557     0.00100000     0.70749170
     1.54792380     1.55405664     0.64100277     4.24460506  6701.11132812     0.12997252     1.55405664  6701.11132812     4.24460506     0.00100000     0.70749110
     1.54860771     1.55506372     0.64195848     4.24423504  6702.63085938     0.12997250     1.55506372  6702.63085938     4.24423504     0.00100000     0.70749027
     1.54929161     1.55607152     0.64291793     4.24386454  6704.15429688     0.12997249     1.55607152  6704.15429688     4.24386454     0.00100000     0.70748943
     1.54997563     1.55707908     0.64388078     4.24349499  6705.70800781     0.12997250     1.55707908  6705.70800781     4.24349499     0.00100000     0.70748866
     1.55065954     1.55808401     0.64484483     4.24312544  6707.26904297     0.12997250     1.55808401  6707.26904297     4.24312544     0.00100000     0.70748788
     1.55134344     1.55908561     0.64580917     4.24275970  6708.83740234     0.12997250     1.55908561  6708.83740234     4.24275970     0.00100000     0.70748711
     1.55202734     1.56008279     0.64677268     4.24239683  6710.41796875     0.12997250     1.56008279  6710.41796875     4.24239683     0.00100000     0.70748627
     1.55271125     1.56107450     0.64773405     4.24203682  6712.00195312     0.12997250     1.56107450  6712.00195312     4.24203682     0.00100000     0.70748550
     1.55339527     1.56205964     0.64869237     4.24168015  6713.58691406     0.12997250     1.56205964  6713.58691406     4.24168015     0.00100000     0.70748484
     1.55407917     1.56303728     0.64964628     4.24132967  6715.17529297     0.12997250     1.56303728  6715.17529297     4.24132967     0.00100000     0.70748430
     1.55476308     1.56400609     0.65059477     4.24098349  6716.76806641     0.12997250     1.56400609  6716.76806641     4.24098349     0.00100000     0.70748365
     1.55544698     1.56496537     0.65153694     4.24064255  6718.34277344     0.12997250     1.56496537  6718.34277344     4.24064255     0.00100000     0.70748317
     1.55613089     1.56591487     0.65247166     4.24030781  6719.93652344     0.12997250     1.56591487  6719.93652344     4.24030781     0.00100000     0.70748287
     1.55681491     1.56685364     0.65339804     4.23997879  6721.50439453     0.12997250     1.56685364  6721.50439453     4.23997879     0.00100000     0.70748246
     1.55749881     1.56778049     0.65431499     4.23965740  6723.07275391     0.12997250     1.56778049  6723.07275391     4.23965740     0.00100000     0.70748228
     1.55818272     1.56869531     0.65522158     4.23934269  6724.61962891     0.12997250     1.56869531  6724.61962891     4.23934269     0.00100000     0.70748216
     1.55886662     1.56959641     0.65611678     4.23903561  6726.15917969     0.12997250     1.56959641  6726.15917969     4.23903561     0.00100000     0.70748210
     1.55955052     1.57048357     0.65699911     4.23873568  6727.67675781     0.12997250     1.57048357  6727.67675781     4.23873568     0.00100000     0.70748210
     1.56023455     1.57135642     0.65786809     4.23844528  6729.17675781     0.12997250     1.57135642  6729.17675781     4.23844528     0.00100000     0.70748240
     1.56091845     1.57221448     0.65872258     4.23816156  6730.65087891     0.12997250     1.57221448  6730.65087891     4.23816156     0.00100000     0.70748276
     1.56160235     1.57305861     0.65956348     4.23788738  6732.10644531     0.12997250     1.57305861  6732.10644531     4.23788738     0.00100000     0.70748323
     1.56228626     1.57389092     0.66039157     4.23761749  6733.54052734     0.12997250     1.57389092  6733.54052734     4.23761749     0.00100000     0.70748383
     1.56297016     1.57471335     0.66120803     4.23735476  6734.95312500     0.12997252     1.57471335  6734.95312500     4.23735476     0.00100000     0.70748448
     1.56365418     1.57552731     0.66201425     4.23709679  6736.35058594     0.12997252     1.57552731  6736.35058594     4.23709679     0.00100000     0.70748520
     1.56433809     1.57633519     0.66281140     4.23684120  6737.71533203     0.12997249     1.57633519  6737.71533203     4.23684120     0.00100000     0.70748568
     1.56502199     1.57713938     0.66360164     4.23658895  6739.06591797     0.12997250     1.57713938  6739.06591797     4.23658895     0.00100000     0.70748651
     1.56570590     1.57794118     0.66438699     4.23633766  6740.40869141     0.12997250     1.57794118  6740.40869141     4.23633766     0.00100000     0.70748705
     1.56638980     1.57874238     0.66516912     4.23608637  6741.73730469     0.12997249     1.57874238  6741.73730469     4.23608637     0.00100000     0.70748734
     1.56707382     1.57954311     0.66594905     4.23583651  6743.05517578     0.12997250     1.57954311  6743.05517578     4.23583651     0.00100000     0.70748794
     1.56775773     1.58034229     0.66672707     4.23558807  6744.37695312     0.12997252     1.58034229  6744.37695312     4.23558807     0.00100000     0.70748872
     1.56844163     1.58114004     0.66750306     4.23533964  6745.67626953     0.12997250     1.58114004  6745.67626953     4.23533964     0.00100000     0.70748943
     1.56912553     1.58193588     0.66827655     4.23509216  6746.96923828     0.12997249     1.58193588  6746.96923828     4.23509216     0.00100000     0.70748997
     1.56980944     1.58272862     0.66904593     4.23484802  6748.26562500     0.12997250     1.58272862  6748.26562500     4.23484802     0.00100000     0.70749062
     1.57049346     1.58351803     0.66980976     4.23460388  6749.54003906     0.12997250     1.58351803  6749.54003906     4.23460388     0.00100000     0.70749140
     1.57117736     1.58430254     0.67056561     4.23436356  6750.79638672     0.12997250     1.58430254  6750.79638672     4.23436356     0.00100000     0.70749199
     1.57186127     1.58508241     0.67131162     4.23412561  6752.02685547     0.12997250     1.58508241  6752.02685547     4.23412561     0.00100000     0.70749265
     1.57254517     1.58585668     0.67204589     4.23389053  6753.23535156     0.12997250     1.58585668  6753.23535156     4.23389053     0.00100000     0.70749313
     1.57322907     1.58662653     0.67276776     4.23365784  6754.39599609     0.12997250     1.58662653  6754.39599609     4.23365784     0.00100000     0.70749372
     1.57391310     1.58739376     0.67347986     4.23342657  6755.54150391     0.12997250     1.58739376  6755.54150391     4.23342657     0.00100000     0.70749432
     1.57459700     1.58815885     0.67418504     4.23319626  6756.65820312     0.12997250     1.58815885  6756.65820312     4.23319626     0.00100000     0.70749468
     1.57528090     1.58892536     0.67488724     4.23296404  6757.75244141     0.12997250     1.58892536  6757.75244141     4.23296404     0.00100000     0.70749509
     1.57596481     1.58969331     0.67558962     4.23273182  6758.83935547     0.12997250     1.58969331  6758.83935547     4.23273182     0.00100000     0.70749545
